0,1.46787290e-07,7.10723645e-11,1.16659930e-09,3.73257689e-12,1.43752960e-10,7.08744010e-13,,1.76022890e+00,8.52278354e-04,1.39895069e-02,4.47599360e-05,1.72384213e-03,8.49904435e-06,,1.20000000e+07
0.01,1.51247590e-07,4.17967423e-11,1.43215810e-09,1.73300230e-12,1.77537300e-10,7.22896908e-13,,1.81371547e+00,5.01213924e-04,1.71740079e-02,2.07816408e-05,2.12897374e-03,8.66876164e-06,,
0.02,1.47363240e-07,5.96098090e-11,1.71647820e-09,1.52769687e-12,2.15620120e-10,4.73111504e-13,,1.76713552e+00,7.14822847e-04,2.05834887e-02,1.83196800e-05,2.58565143e-03,5.67341043e-06,,
0.03,1.38785640e-07,3.11488612e-11,1.95306140e-09,3.44308906e-12,2.48792030e-10,1.04564532e-12,,1.66427553e+00,3.73527747e-04,2.34205231e-02,4.12884853e-05,2.98343897e-03,1.25390633e-05,,
0.04,1.28270190e-07,4.29719922e-11,2.14673670e-09,3.60113186e-12,2.77388190e-10,3.36077079e-13,,1.53817742e+00,5.15307166e-04,2.57430189e-02,4.31836869e-05,3.32635549e-03,4.03013495e-06,,
0.05,1.16994800e-07,4.17889140e-11,2.30351360e-09,2.48696514e-12,3.03478300e-10,5.76315951e-13,,1.40296635e+00,5.01120050e-04,2.76230402e-02,2.98229357e-05,3.63922022e-03,6.91100702e-06,,
0.06,1.05783860e-07,3.79214158e-11,2.42326560e-09,3.00604118e-12,3.24603950e-10,9.55114328e-13,,1.26852814e+00,4.54742178e-04,2.90590700e-02,3.60475390e-05,3.89255264e-03,1.14534429e-05,,
7.0000000000000007E-2,9.49012530e-08,4.24023115e-11,2.51220000e-09,3.21941420e-12,3.43487950e-10,8.87924806e-13,,1.13802720e+00,5.08475728e-04,3.01255445e-02,3.86062438e-05,4.11900387e-03,1.06477264e-05,,
0.08,8.46836090e-08,2.26220445e-11,2.56645790e-09,2.71449563e-12,3.58722070e-10,1.31861154e-12,,1.01550029e+00,2.71276733e-04,3.07761889e-02,3.25514127e-05,4.30168684e-03,1.58123918e-05,,
0.09,7.52342370e-08,2.90773570e-11,2.58992320e-09,2.03002232e-12,3.71155730e-10,9.27467975e-13,,9.02186273e-01,3.48686893e-04,3.10575777e-02,2.43434153e-05,4.45078754e-03,1.11219162e-05,,
0.1,6.65637920e-08,3.65829425e-11,2.58986930e-09,3.27440169e-12,3.80391430e-10,9.88070482e-13,,7.98212913e-01,4.38691610e-04,3.10569313e-02,3.92656373e-05,4.56153927e-03,1.18486431e-05,,
