0,6.46415000e-09,3.89892000e-11,6.45336000e-09,3.44931000e-11,6.34063000e-09,5.02009000e-11,,1.93790342e+00,1.16886681e-02,1.93466866e+00,1.03407712e-02,1.90087305e+00,1.50498512e-02,,1.20000000e+07
0.01,6.80789000e-09,2.92207000e-11,6.78045000e-09,2.29059000e-11,6.61381000e-09,2.74713000e-11,,2.04095408e+00,8.76014548e-03,2.03272777e+00,6.86701606e-03,1.98277036e+00,8.23568855e-03,,
0.02,6.79564000e-09,4.72432000e-11,6.76891000e-09,2.65217000e-11,6.55898000e-09,2.27924000e-11,,2.03728162e+00,1.41631551e-02,2.02926817e+00,7.95100563e-03,1.96633274e+00,6.83298962e-03,,
0.03,6.59396000e-09,3.05809000e-11,6.52977000e-09,1.56517000e-11,6.29477000e-09,1.79631000e-11,,1.97681948e+00,9.16792318e-03,1.95757580e+00,4.69226161e-03,1.88712457e+00,5.38520190e-03,,
0.04,6.25440000e-09,3.04530000e-11,6.19368000e-09,1.55027000e-11,5.94778000e-09,2.45144000e-11,,1.87502195e+00,9.12957972e-03,1.85681855e+00,4.64759254e-03,1.78309959e+00,7.34923223e-03,,
0.05,5.85497000e-09,2.29986000e-11,5.82219000e-09,1.63720000e-11,5.54740000e-09,2.69040000e-11,,1.75527585e+00,6.89480682e-03,1.74544865e+00,4.90820212e-03,1.66306868e+00,8.06561629e-03,,
0.06,5.47096000e-09,2.86854000e-11,5.42856000e-09,1.76176000e-11,5.11911000e-09,1.74979000e-11,,1.64015255e+00,8.59966657e-03,1.62744135e+00,5.28162361e-03,1.53467057e+00,5.24573845e-03,,
7.0000000000000007E-2,5.08832000e-09,2.76275000e-11,5.01482000e-09,1.21621000e-11,4.72051000e-09,1.78577000e-11,,1.52543996e+00,8.28251613e-03,1.50340521e+00,3.64610585e-03,1.41517330e+00,5.35360378e-03,,
0.08,4.68601000e-09,2.98077000e-11,4.61379000e-09,1.75414000e-11,4.30887000e-09,1.65610000e-11,,1.40483046e+00,8.93612365e-03,1.38317944e+00,5.25877942e-03,1.29176673e+00,4.96486290e-03,,
0.09,4.29768000e-09,2.61962000e-11,4.23333000e-09,1.35038000e-11,3.93601000e-09,1.20352000e-11,,1.28841205e+00,7.85342319e-03,1.26912041e+00,4.04833739e-03,1.17998611e+00,3.60806219e-03,,
0.1,3.94154000e-09,1.66633000e-11,3.87150000e-09,1.51481000e-11,3.56874000e-09,1.11464000e-11,,1.18164396e+00,4.99553167e-03,1.16064650e+00,4.54128613e-03,1.06988134e+00,3.34160665e-03,,
0.11,3.59615000e-09,2.45259000e-11,3.53726000e-09,1.82549000e-11,3.23163000e-09,1.97002000e-11,,1.07809865e+00,7.35267985e-03,1.06044387e+00,5.47268134e-03,9.68818301e-01,5.90597138e-03,,
0.12,3.27962000e-09,1.40036000e-11,3.22102000e-09,1.09300000e-11,2.91691000e-09,1.52947000e-11,,9.83205341e-01,4.19817366e-03,9.65637503e-01,3.27673157e-03,8.74467619e-01,4.58523571e-03,,
0.13,2.99901000e-09,1.65679000e-11,2.92316000e-09,1.49208000e-11,2.63002000e-09,1.24996000e-11,,8.99080579e-01,4.96693146e-03,8.76341322e-01,4.47314331e-03,7.88460160e-01,3.74728581e-03,,
0.14000000000000001,2.73057000e-09,1.29397000e-11,2.65563000e-09,1.19028000e-11,2.36676000e-09,9.05064000e-12,,8.18604292e-01,3.87922447e-03,7.96137845e-01,3.56836967e-03,7.09536798e-01,2.71331361e-03,,
0.15,2.46704000e-09,2.11970000e-11,2.39975000e-09,1.64728000e-11,2.12591000e-09,6.70970000e-12,,7.39599986e-01,6.35470073e-03,7.19426951e-01,4.93842120e-03,6.37331784e-01,2.01151746e-03,,
0.16,2.23751000e-09,1.64269000e-11,2.17363000e-09,6.73797000e-12,1.90336000e-09,7.81626000e-12,,6.70788623e-01,4.92466073e-03,6.51637880e-01,2.01999259e-03,5.70612973e-01,2.34325580e-03,,
0.17,2.03097000e-09,9.58417000e-12,1.96461000e-09,1.00034000e-11,1.71464000e-09,6.91625000e-12,,6.08869488e-01,2.87326188e-03,5.88975261e-01,2.99894387e-03,5.14036140e-01,2.07343959e-03,,
0.18,1.82784000e-09,1.32377000e-11,1.77420000e-09,6.87189000e-12,1.52714000e-09,1.13429000e-11,,5.47972646e-01,3.96856262e-03,5.31891779e-01,2.06014079e-03,4.57825054e-01,3.40051587e-03,,
0.19,1.65941000e-09,1.66696000e-11,1.59768000e-09,1.18270000e-11,1.36750000e-09,8.25298000e-12,,4.97478603e-01,4.99742036e-03,4.78972414e-01,3.54564540e-03,4.09966186e-01,2.47418116e-03,,
0.2,1.49697000e-09,1.22958000e-11,1.44224000e-09,6.72224000e-12,1.22332000e-09,5.39545000e-12,,4.48780316e-01,3.68618811e-03,4.32372675e-01,2.01527685e-03,3.66742110e-01,1.61751522e-03,,
0.21,1.36143000e-09,9.13160000e-12,1.29879000e-09,6.83005000e-12,1.09357000e-09,6.17083000e-12,,4.08146446e-01,2.73758481e-03,3.89367447e-01,2.04759748e-03,3.27844038e-01,1.84996829e-03,,
0.22,1.22523000e-09,8.70683000e-12,1.16774000e-09,7.62754000e-12,9.74986000e-10,8.67318000e-12,,3.67314713e-01,2.61024197e-03,3.50079645e-01,2.28667897e-03,2.92293449e-01,2.60015395e-03,,
0.23,1.10954000e-09,7.20459000e-12,1.05671000e-09,4.59332000e-12,8.70497000e-10,5.77582000e-12,,3.32631724e-01,2.15988174e-03,3.16793688e-01,1.37704269e-03,2.60968435e-01,1.73154727e-03,,
0.24,9.91480000e-10,7.77887000e-12,9.44663000e-10,3.61962000e-12,7.79012000e-10,6.14214000e-12,,2.97238226e-01,2.33204656e-03,2.83202843e-01,1.08513478e-03,2.33541922e-01,1.84136725e-03,,
