0,1.45804000e-08,1.01646000e-10,1.42076000e-08,8.99325000e-11,1.34742000e-08,7.86532000e-11,,4.37109395e+00,3.04727042e-02,4.25933133e+00,2.69610852e-02,4.03946354e+00,2.35796362e-02
0.01,1.16731000e-08,5.61955000e-11,1.13105000e-08,5.18371000e-11,1.04477000e-08,4.12389000e-11,,3.49950734e+00,1.68469871e-02,3.39080260e+00,1.55403716e-02,3.13214166e+00,1.23631112e-02
0.02,1.06687000e-08,5.77309000e-11,1.01975000e-08,2.88842000e-11,9.27054000e-09,6.54291000e-11,,3.19839580e+00,1.73072884e-02,3.05713359e+00,8.65926532e-03,2.77923797e+00,1.96151507e-02
0.03,1.00552000e-08,5.26584000e-11,9.60913000e-09,4.96441000e-11,8.59030000e-09,4.74012000e-11,,3.01447312e+00,1.57865912e-02,2.88074470e+00,1.48829268e-02,2.57530715e+00,1.42105223e-02
0.04,9.63233000e-09,6.38296000e-11,9.13032000e-09,3.11711000e-11,8.04636000e-09,4.80952000e-11,,2.88769989e+00,1.91356327e-02,2.73720108e+00,9.34486069e-03,2.41223804e+00,1.44185782e-02
0.05,9.28813000e-09,7.44113000e-11,8.75358000e-09,3.49981000e-11,7.61354000e-09,6.02575000e-11,,2.78451132e+00,2.23079465e-02,2.62425726e+00,1.04921664e-02,2.28248187e+00,1.80647440e-02
0.06,9.02579000e-09,9.08313000e-11,8.45316000e-09,4.10651000e-11,7.23586000e-09,3.22364000e-11,,2.70586377e+00,2.72305387e-02,2.53419361e+00,1.23110073e-02,2.16925626e+00,9.66422959e-03
7.0000000000000007E-2,8.74997000e-09,6.09073000e-11,8.15074000e-09,3.85140000e-11,6.90778000e-09,3.24177000e-11,,2.62317501e+00,1.82595492e-02,2.44353038e+00,1.15462067e-02,2.07090035e+00,9.71858197e-03
0.08,8.49951000e-09,5.89339000e-11,7.86411000e-09,2.29620000e-11,6.58151000e-09,2.97801000e-11,,2.54808899e+00,1.76679387e-02,2.35760087e+00,6.88383442e-03,1.97308706e+00,8.92784938e-03
0.09,8.27035000e-09,4.33988000e-11,7.61562000e-09,4.54803000e-11,6.31710000e-09,3.02455000e-11,,2.47938856e+00,1.30106329e-02,2.28310544e+00,1.36346509e-02,1.89381894e+00,9.06737279e-03
0.1,8.03439000e-09,3.25199000e-11,7.34393000e-09,5.55481000e-11,6.07064000e-09,2.77989000e-11,,2.40864953e+00,9.74922075e-03,2.20165483e+00,1.66529014e-02,1.81993209e+00,8.33390056e-03
0.11,7.79114000e-09,5.96842000e-11,7.13931000e-09,3.79772000e-11,5.80360000e-09,4.78851000e-11,,2.33572501e+00,1.78928730e-02,2.14031129e+00,1.13852781e-02,1.73987551e+00,1.43555918e-02
0.12,7.56986000e-09,3.53075000e-11,6.89189000e-09,2.44199000e-11,5.55318000e-09,3.68650000e-11,,2.26938694e+00,1.05849222e-02,2.06613664e+00,7.32090185e-03,1.66480148e+00,1.10518490e-02
0.13,7.38774000e-09,8.22720000e-11,6.67157000e-09,4.90236000e-11,5.36594000e-09,4.78814000e-11,,2.21478873e+00,2.46645251e-02,2.00008637e+00,1.46969055e-02,1.60866834e+00,1.43544826e-02
0.14000000000000001,7.15299000e-09,4.94312000e-11,6.42542000e-09,4.27450000e-11,5.12181000e-09,3.28054000e-11,,2.14441245e+00,1.48191009e-02,1.92629246e+00,1.28146286e-02,1.53548001e+00,9.83481150e-03
0.15,6.94985000e-09,3.68531000e-11,6.23085000e-09,3.28507000e-11,4.91680000e-09,3.81547000e-11,,2.08351261e+00,1.10482814e-02,1.86796184e+00,9.84839210e-03,1.47401956e+00,1.14384913e-02
0.16,6.78670000e-09,5.29584000e-11,6.02419000e-09,4.51326000e-11,4.72425000e-09,2.38335000e-11,,2.03460147e+00,1.58765289e-02,1.80600673e+00,1.35304131e-02,1.41629452e+00,7.14510355e-03
0.17,6.56583000e-09,3.52581000e-11,5.82167000e-09,3.97534000e-11,4.54879000e-09,3.42997000e-11,,1.96838631e+00,1.05701125e-02,1.74529276e+00,1.19177695e-02,1.36369294e+00,1.02827914e-02
0.18,6.40681000e-09,2.63348000e-11,5.63306000e-09,3.73717000e-11,4.35226000e-09,4.34874000e-11,,1.92071332e+00,7.89497442e-03,1.68874890e+00,1.12037538e-02,1.30477472e+00,1.30371945e-02
