0.000, 1.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
0.010, 9.126263e-01, 5.281658e-03, 1.056447e-03, 2.157272e-02, 0.000000e+00, 0.000000e+00
0.020, 8.274518e-01, 1.043676e-02, 2.102571e-03, 2.080313e-02, 0.000000e+00, 0.000000e+00
0.030, 7.461864e-01, 1.534771e-02, 3.128219e-03, 1.966692e-02, 0.000000e+00, -1.387779e-17
0.040, 6.701024e-01, 1.991445e-02, 4.123803e-03, 1.826930e-02, 0.000000e+00, 0.000000e+00
0.050, 6.000189e-01, 2.405954e-02, 5.080474e-03, 1.672097e-02, 0.000000e+00, 0.000000e+00
0.060, 5.363226e-01, 2.773039e-02, 5.990318e-03, 1.512074e-02, 0.000000e+00, 0.000000e+00
0.070, 4.790421e-01, 3.089872e-02, 6.846493e-03, 1.354619e-02, 0.000000e+00, 0.000000e+00
0.080, 4.279433e-01, 3.355807e-02, 7.643335e-03, 1.205147e-02, 0.000000e+00, 0.000000e+00
0.090, 3.826216e-01, 3.571992e-02, 8.376405e-03, 1.066955e-02, -2.775558e-17, 2.775558e-17
0.100, 3.425791e-01, 3.740942e-02, 9.042495e-03, 9.416623e-03, 0.000000e+00, 0.000000e+00
0.110, 3.072818e-01, 3.866126e-02, 9.639591e-03, 8.296744e-03, 0.000000e+00, 1.387779e-17
0.120, 2.761991e-01, 3.951587e-02, 1.016681e-02, 7.306022e-03, -2.775558e-17, -1.387779e-17
0.130, 2.488283e-01, 4.001646e-02, 1.062430e-02, 6.435840e-03, 0.000000e+00, 0.000000e+00
0.140, 2.247078e-01, 4.020661e-02, 1.101313e-02, 5.675199e-03, 0.000000e+00, 0.000000e+00
0.150, 2.034226e-01, 4.012862e-02, 1.133517e-02, 5.012275e-03, 0.000000e+00, 0.000000e+00
0.160, 1.846059e-01, 3.982232e-02, 1.159293e-02, 4.435404e-03, 0.000000e+00, 2.775558e-17
0.170, 1.679362e-01, 3.932439e-02, 1.178949e-02, 3.933637e-03, -1.387779e-17, 2.775558e-17
0.180, 1.531340e-01, 3.866804e-02, 1.192834e-02, 3.497023e-03, 0.000000e+00, 0.000000e+00
0.190, 1.399575e-01, 3.788289e-02, 1.201324e-02, 3.116709e-03, 1.387779e-17, 1.387779e-17
0.200, 1.281980e-01, 3.699504e-02, 1.204818e-02, 2.784936e-03, 1.387779e-17, 0.000000e+00
0.210, 1.176759e-01, 3.602722e-02, 1.203723e-02, 2.494965e-03, 0.000000e+00, 0.000000e+00
0.220, 1.082365e-01, 3.499913e-02, 1.198451e-02, 2.240992e-03, 1.387779e-17, 0.000000e+00
0.230, 9.974638e-02, 3.392761e-02, 1.189408e-02, 2.018034e-03, 0.000000e+00, 1.387779e-17
0.240, 9.209076e-02, 3.282702e-02, 1.176990e-02, 1.821826e-03, 0.000000e+00, 0.000000e+00
0.250, 8.517045e-02, 3.170945e-02, 1.161582e-02, 1.648727e-03, -1.387779e-17, -1.387779e-17
0.260, 7.889975e-02, 3.058507e-02, 1.143549e-02, 1.495624e-03, 0.000000e+00, 1.387779e-17
0.270, 7.320438e-02, 2.946231e-02, 1.123237e-02, 1.359863e-03, 2.775558e-17, 0.000000e+00
0.280, 6.801986e-02, 2.834812e-02, 1.100972e-02, 1.239170e-03, 1.387779e-17, -4.163336e-17
