0.000, 1.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
0.010, 8.163334e-01, 5.461245e-04, 1.639211e-05, 4.283279e-02, 0.000000e+00, -2.451793e-19
0.020, 6.599102e-01, 1.065460e-03, 3.243243e-05, 3.526909e-02, 2.619265e-32, -4.539311e-19
0.030, 5.313845e-01, 1.529251e-03, 4.763006e-05, 2.891500e-02, 0.000000e+00, 1.327747e-17
0.040, 4.262965e-01, 1.917630e-03, 6.161669e-05, 2.358489e-02, -1.387779e-17, -1.455528e-17
0.050, 3.408327e-01, 2.218483e-03, 7.408385e-05, 1.913419e-02, 0.000000e+00, -6.931317e-19
0.060, 2.717020e-01, 2.427627e-03, 8.479513e-05, 1.544243e-02, -1.387779e-17, -6.626049e-19
0.070, 2.160642e-01, 2.547874e-03, 9.359287e-05, 1.240345e-02, -5.238529e-32, -1.448059e-17
0.080, 1.714859e-01, 2.587412e-03, 1.003994e-04, 9.920993e-03, 0.000000e+00, -1.440614e-17
0.090, 1.359047e-01, 2.557923e-03, 1.052130e-04, 7.907674e-03, -1.387779e-17, 1.342768e-17
0.100, 1.075929e-01, 2.472801e-03, 1.081004e-04, 6.285173e-03, 0.000000e+00, 2.738044e-17
0.110, 8.512082e-02, 2.345678e-03, 1.091852e-04, 4.984649e-03, -2.775558e-17, -3.073911e-19
0.120, 6.731698e-02, 2.189351e-03, 1.086356e-04, 3.946797e-03, 5.238529e-32, -2.485822e-19
0.130, 5.323054e-02, 2.015107e-03, 1.066508e-04, 3.121463e-03, 0.000000e+00, 1.367881e-17
0.140, 4.209533e-02, 1.832386e-03, 1.034481e-04, 2.466901e-03, 1.387779e-17, 1.371977e-17
0.150, 3.329774e-02, 1.648700e-03, 9.925142e-05, 1.948816e-03, -2.775558e-17, -1.247340e-19
0.160, 2.634867e-02, 1.469733e-03, 9.428112e-05, 1.539337e-03, -1.387779e-17, -1.397579e-17
0.170, 2.085970e-02, 1.299540e-03, 8.874610e-05, 1.216003e-03, 0.000000e+00, 1.380106e-17
0.180, 1.652320e-02, 1.140794e-03, 8.283790e-05, 9.608325e-04, 1.387779e-17, -5.992027e-20
0.190, 1.309605e-02, 9.950555e-04, 7.672678e-05, 7.595036e-04, 1.387779e-17, -4.670547e-20
0.200, 1.038632e-02, 8.630114e-04, 7.055960e-05, 6.006545e-04, 1.387779e-17, 1.384143e-17
0.210, 8.242689e-03, 7.447003e-04, 6.445911e-05, 4.752966e-04, 1.387779e-17, -2.827916e-20
0.220, 6.545872e-03, 6.396970e-04, 5.852453e-05, 3.763338e-04, 5.238529e-32, 1.385580e-17
0.230, 5.201875e-03, 5.472650e-04, 5.283292e-05, 2.981717e-04, -1.387779e-17, 2.773849e-17
0.240, 4.136620e-03, 4.664760e-04, 4.744118e-05, 2.364039e-04, -2.619265e-32, -1.389107e-17
0.250, 3.291714e-03, 3.963011e-04, 4.238841e-05, 1.875615e-04, 2.619265e-32, -1.032781e-20
0.260, 2.621111e-03, 3.356783e-04, 3.769843e-05, 1.489143e-04, 0.000000e+00, -8.032791e-21
0.270, 2.088479e-03, 2.835600e-04, 3.338226e-05, 1.183129e-04, 2.619265e-32, -6.250762e-21
0.280, 1.665138e-03, 2.389452e-04, 2.944057e-05, 9.406499e-05, -2.619265e-32, -4.866817e-21
0.290, 1.328432e-03, 2.008995e-04, 2.586585e-05, 7.483770e-05, 1.387779e-17, -3.791674e-21
0.300, 1.060449e-03, 1.685668e-04, 2.264440e-05, 5.958046e-05, -1.387779e-17, 1.387483e-17
0.310, 8.470215e-04, 1.411739e-04, 1.975805e-05, 4.746485e-05, 1.387779e-17, 1.387548e-17
0.320, 6.769334e-04, 1.180303e-04, 1.718561e-05, 3.783715e-05, -2.619265e-32, 1.387599e-17
0.330, 5.412983e-04, 9.852604e-05, 1.490409e-05, 3.018112e-05, -1.387779e-17, -1.406894e-21
0.340, 4.330710e-04, 8.212623e-05, 1.288967e-05, 2.408882e-05, 0.000000e+00, 1.387669e-17
0.350, 3.466618e-04, 6.836529e-05, 1.111845e-05, 1.923761e-05, 1.387779e-17, -1.387865e-17
0.360, 2.776322e-04, 5.684041e-05, 9.567066e-06, 1.537215e-05, 2.775558e-17, -6.742048e-22
0.370, 2.224559e-04, 4.720489e-05, 8.213077e-06, 1.229018e-05, 1.387779e-17, -5.284071e-22
0.380, 1.783286e-04, 3.916173e-05, 7.035296e-06, 9.831374e-06, 6.471125e-32, -4.144524e-22
0.390, 1.430192e-04, 3.245751e-05, 6.013969e-06, 7.868561e-06, 1.387779e-17, -3.253162e-22
0.400, 1.147514e-04, 2.687679e-05, 5.130875e-06, 6.300777e-06, -1.232595e-32, 1.387753e-17
0.410, 9.210965e-05, 2.223700e-05, 4.369372e-06, 5.047816e-06, 2.619265e-32, -2.008736e-22
0.420, 7.396563e-05, 1.838387e-05, 3.714384e-06, 4.045914e-06, 1.387779e-17, -1.580148e-22
0.430, 5.941918e-05, 1.518738e-05, 3.152353e-06, 3.244343e-06, 1.387779e-17, 1.387766e-17
0.440, 4.775178e-05, 1.253820e-05, 2.671164e-06, 2.602720e-06, 6.471125e-32, -9.798266e-23
0.450, 3.838957e-05, 1.034460e-05, 2.260054e-06, 2.088875e-06, -1.387779e-17, -7.723476e-23
0.460, 3.087398e-05, 8.529738e-06, 1.909513e-06, 1.677165e-06, -2.775558e-17, -6.091994e-23
0.470, 2.483834e-05, 7.029400e-06, 1.611175e-06, 1.347136e-06, -2.775558e-17, -1.387784e-17
0.480, 1.998934e-05, 5.789971e-06, 1.357712e-06, 1.082465e-06, -1.387779e-17, -3.797305e-23
0.490, 1.609221e-05, 4.766771e-06, 1.142733e-06, 8.701179e-07, -3.851860e-32, -3.000762e-23
0.500, 1.295894e-05, 3.922606e-06, 9.606810e-07, 6.996786e-07, -1.387779e-17, -1.387781e-17
0.510, 1.043894e-05, 3.226561e-06, 8.067424e-07, 5.628211e-07, 1.232595e-32, -1.877187e-23
0.520, 8.411458e-06, 2.652961e-06, 6.767593e-07, 4.528859e-07, -1.387779e-17, 1.387777e-17
0.530, 6.779706e-06, 2.180509e-06, 5.671506e-07, 3.645434e-07, 1.387779e-17, -1.176955e-23
0.540, 5.466021e-06, 1.791557e-06, 4.748399e-07, 2.935265e-07, 1.387779e-17, -9.326889e-24
0.550, 4.408073e-06, 1.471492e-06, 3.971910e-07, 2.364171e-07, 2.619265e-32, 1.387778e-17
0.560, 3.555821e-06, 1.208226e-06, 3.319499e-07, 1.904757e-07, -1.387779e-17, 1.387778e-17
0.570, 2.869071e-06, 9.917653e-07, 2.771937e-07, 1.535062e-07, -1.417484e-31, -4.655867e-24
0.580, 2.315526e-06, 8.138554e-07, 2.312850e-07, 1.237467e-07, 1.387779e-17, 1.387778e-17
0.590, 1.869226e-06, 6.676824e-07, 1.928323e-07, 9.978366e-08, -2.775558e-17, 1.387778e-17
0.600, 1.509298e-06, 5.476248e-07, 1.606550e-07, 8.048219e-08, -3.096895e-31, 1.387779e-17
0.610, 1.218949e-06, 4.490477e-07, 1.337531e-07, 6.493089e-08, -2.619265e-32, -1.856057e-24
0.620, 9.846717e-07, 3.681320e-07, 1.112811e-07, 5.239753e-08, -2.675331e-46, 1.387779e-17
0.630, 7.955902e-07, 3.017319e-07, 9.252490e-08, 4.229364e-08, 0.000000e+00, -1.175006e-24
0.640, 6.429497e-07, 2.472579e-07, 7.688233e-08, 3.414610e-08, 2.619265e-32, -9.354839e-25
0.650, 5.196984e-07, 2.025791e-07, 6.384630e-08, 2.757440e-08, 1.387779e-17, 1.387779e-17
0.660, 4.201556e-07, 1.659429e-07, 5.299027e-08, 2.227241e-08, 1.387779e-17, -5.936765e-25
0.670, 3.397432e-07, 1.359084e-07, 4.395590e-08, 1.799375e-08, 2.619265e-32, -4.732152e-25
0.680, 2.747709e-07, 1.112911e-07, 3.644246e-08, 1.454008e-08, -1.387779e-17, -3.773376e-25
0.690, 2.222633e-07, 9.111801e-08, 3.019785e-08, 1.175168e-08, -1.504979e-25, -1.504977e-25
0.700, 1.798205e-07, 7.459006e-08, 2.501094e-08, 9.499901e-09, -1.387779e-17, -1.387779e-17
0.710, 1.455067e-07, 6.105104e-08, 2.070509e-08, 7.681067e-09, -1.917256e-25, -1.679411e-31
0.720, 1.177596e-07, 4.996235e-08, 1.713263e-08, 6.211625e-09, -1.530953e-25, -2.675331e-46
0.730, 9.531845e-08, 4.088201e-08, 1.417023e-08, 5.024211e-09, -1.222890e-25, -1.387779e-17
0.740, 7.716537e-08, 3.344746e-08, 1.171500e-08, 4.064504e-09, -9.771306e-26, -1.155558e-31
0.750, 6.247840e-08, 2.736129e-08, 9.681094e-09, 3.288688e-09, -1.387779e-17, 1.387779e-17
0.760, 5.059370e-08, 2.237966e-08, 7.997023e-09, 2.661408e-09, -6.244334e-26, -1.232595e-32
0.770, 4.097498e-08, 1.830264e-08, 6.603245e-09, 2.154137e-09, -1.387779e-17, 0.000000e+00
0.780, 3.318889e-08, 1.496638e-08, 5.450220e-09, 1.743843e-09, 1.387779e-17, 1.387779e-17
0.790, 2.688523e-08, 1.223660e-08, 4.496756e-09, 1.411933e-09, -3.196908e-26, -1.232595e-32
0.800, 2.178087e-08, 1.000326e-08, 3.708616e-09, 1.143394e-09, -2.558844e-26, 1.387779e-17
0.810, 1.764693e-08, 8.176234e-09, 3.057367e-09, 9.260965e-10, -2.775558e-17, -2.619265e-32
0.820, 1.429828e-08, 6.681681e-09, 2.519406e-09, 7.502439e-10, -1.640513e-26, -1.387779e-17
0.830, 1.158517e-08, 5.459129e-09, 2.075148e-09, 6.079200e-10, 1.387779e-17, -1.155558e-31
0.840, 9.386453e-09, 4.459050e-09, 1.708350e-09, 4.927282e-10, -1.052446e-26, 2.675331e-46
0.850, 7.604062e-09, 3.640883e-09, 1.405544e-09, 3.994992e-10, 2.775558e-17, 2.619265e-32
0.860, 6.158608e-09, 2.971404e-09, 1.155567e-09, 3.240551e-10, -6.753255e-27, 1.387779e-17
0.870, 4.985784e-09, 2.423397e-09, 9.491676e-10, 2.630200e-10, 2.775558e-17, 2.775558e-17
0.880, 4.033476e-09, 1.974560e-09, 7.786755e-10, 2.136665e-10, -4.329544e-27, -1.387779e-17
0.890, 3.259414e-09, 1.606605e-09, 6.377326e-10, 1.737921e-10, -3.463297e-27, -1.387779e-17
0.900, 2.629278e-09, 1.304525e-09, 5.210620e-10, 1.416196e-10, -2.766232e-27, -1.387779e-17
0.910, 2.115161e-09, 1.055984e-09, 4.242797e-10, 1.157167e-10, -2.204321e-27, -1.386670e-32
0.920, 1.694314e-09, 8.508211e-10, 3.437349e-10, 9.493153e-11, 1.387779e-17, 2.326374e-47
0.930, 1.348134e-09, 6.806389e-10, 2.763788e-10, 7.834096e-11, -1.387779e-17, 0.000000e+00
0.940, 1.061334e-09, 5.384639e-10, 2.196516e-10, 6.520869e-11, -1.078807e-27, 0.000000e+00
0.950, 8.212598e-10, 4.184625e-10, 1.713898e-10, 5.495258e-11, -8.289973e-28, 0.000000e+00
0.960, 6.173266e-10, 3.157048e-10, 1.297457e-10, 4.711832e-11, -1.387779e-17, 0.000000e+00
0.970, 4.405507e-10, 2.259642e-10, 9.311929e-11, 4.135907e-11, -1.387779e-17, 1.387779e-17
0.980, 2.831504e-10, 1.455449e-10, 6.009876e-11, 3.741998e-11, -2.819222e-28, 1.679411e-31
0.990, 1.382012e-10, 7.113166e-11, 2.940770e-11, 3.512692e-11, -2.775558e-17, -2.619265e-32
1.000, -1.227473e-25, -6.317760e-26, -2.611928e-26, -3.119897e-26, 2.465190e-32, 2.326374e-47
